,label,predicted_label,content
213,0,0,"UPDATE: New projections state Hurricane Florence may now travel down the coastline with the entire NC/SC coast possibly suffering Florences deadly storm surge greatly increasing the seriousness of the rain/wind in South Carolina and surrounding areas, even possibly Georgia URL"
214,0,0,"Liberals are like, Economics ? I dont even know what gender I am ."""""
215,1,1,"Khaleesi kinda watching HIAC ! Wtf does she think she is, a person ? Pffft pathetic URL"
216,1,1,And🤷🏽‍♂️ females b on the same shit URL
217,0,0,Brexit UKLabour Labour Conservatives PlaidCymru Greens Politics EU URL  - POLL
218,0,0,"BreakingNews, via NYT The New York Times URL"
219,0,0,HCHottestCeleb   Round of 32 Match 12  Scarlett Johansson   V .S  Emma Stone   POLL BELOW URL
220,0,0,"Sugardaddy Retweet if you are under 30 and you want 400$ daily USA,Canada and UK only sugarbabyneeded sugarbabywanted findom sugarbaby Canada"
221,1,1,DeclassifyDocuments I love watching liberals like Maria squirm . Outnumbered
222,1,1,"PoliticsInFocus Look Donald ! You are only a duck, stop patronizing me ! URL"
223,0,0,naturephotography . nature . birds wild in Wisconsin photography . picoftheday . pics fridaymotivation . fridayfeeling . instagramers . I hope you are having an amazing day URL
224,0,0,CarolineForbes You are needed to help with the posted SL . DM me to Audition .
225,0,0,"WCW to @USER   I mean hey, she is a great friend and I am more than happy to help with missions and anything else she might need !"
226,0,0,"@USER @USER that would have just offbalanced him   he did exactly what was smart, basic grappling: it might have been all instinct but the antifa used basic grappling:  Cross side collar to snap down, then stepping out of his weak single leg  attempt"
227,0,0,"Cancer  Hate crime isnt an actual crime . If theres a victim, then its just called crime . (Malum in se)  Hate"" crime is socially engineered programming to control peoples behavior, just like gun control .  ChangeMyMind URL"
228,1,0,CarbonTax works and will put tons more money BACK INTO Canadian pockets .  .@USER  .@USER  .@USER .@USER  Part of why Trudeau won in 2015 was campaigning on a national carbon tax . Conservatives died then . They want another death in 2019 ...we will oblige . URL
229,1,1,Antonia Evans was either sex trafficked or cremated .
230,0,0,Repost thesavoyshow with get_repost ・・・ MarkKnight Says he is not a racist after drawing a racist picture of SerenaWilliams .. Do yall believe him or nah ?⤵️ URL
231,0,0,@USER The worrying thing is that she is teaching our young adults .
232,0,0,WalkAway DemocratSocialists Socialists Socialism Resist Communists Antifa Cult Crazy Insane mentalillness EmptyHeaded BernieSanders Venezuela 42 TRILLION in NEW TAXES AlexandriaOcasioCortez OcasioCortez EndorsementFail MissVenezuala2018 Alexandria Ocasio Cortez URL
233,1,1,TheView stormy was in trapped by a dollar bill in her face poor pornstar but no worries the Democratic Party she is the leader of
234,0,0,"ProudAlumnus Keep up the great work, @USER Dont forget you are under GREAT leadership, so take some time to soak in the skills they aim to teach . URL"
235,0,0,WILDCARDWEDNESDAY MAXDRIVEWILDCARDWEDNESDAY You Are OnAirWithShine NP HAPPIER  - @USER FT @USER  On The MaxDrive w .@USER the RadioENCHANTRESS
236,0,0,@USER He is off the deep end . This calls for an intervention
237,0,0,CNBC whats go talk about the gender gap in silicon valley but wont talk about the gap between conservatives and emocrats and the bias
238,0,0,$500 Million Funding Competition for US cities Thats nice . ⁦@USER  URL
239,0,0,@USER She Is A ChiCom Spy ..... ClubGITMO
240,0,0,"Repost @USER ・・・ We cant forget to give props to Naomi Osaka !! 🏆🎾 She played against her idol and won . In someways the win has been overshadowed, but she is so humbled in her… URL"
241,1,1,And these entertainment agencies just gonna have to be an ass about it . URL
242,0,0,@USER He is obviously getting suspended . He is not an asset for anyone
243,1,1,"Trump Really, everything Trump does is another piece of evidence for obstruction of justice . He is a talking crime machine ."
244,0,0,Canada - EXCLUSIVE: Trudeau Liberals leave $372M meant to help veterans unspent since taking office URL
245,0,0,@USER @USER ...than why did you show us how hot she is ?
246,0,0,@USER @USER @USER You have yet to answer what *realistically enforceable* gun control law would *prevent* the tragedies without violating Due Process and HIPAA ...
247,1,1,"DisarmThem ? This goes to show how moronic Antifa types are, because this is a good way to encourage some dumbass to rightfully get speedrocked . Open carry users practice weapon retention . Gun grabs will go very badly for you if you try . You will get shot, so dont do it . 2A URL"
248,0,0,MAGA  ... got any ideas how she could have done it ? URL
249,1,0,ChristineBFord LiberalsAreDesperate @USER every time liberals dont get there way they cry racism or sexual assault . Hard to believe
250,0,0,"(URL You cant summarize the rankings of a game mode in just one picture"" URL"
251,0,0,Learn from it and become better instead of remaining stuck in it and become bitter . CLifeClearly CLifeThryve AboutThatLife CLifeMacon
252,0,0,"KamalaHarris may run for President in 2020, but will never be POTUS . Sadly, she is guaranteed a leadership role in politics, much like DianneFeinstein, thats reality in liberal California . Ask NancyPelosi ! ChuckSchumer CNN MSNBC"
253,0,0,Levi Strauss has “never been afraid to take an unpopular stand to support a greater good .” '  What about when they shut down all manufacturing in America ?  That wasnt even a news story when it happened . Maybe theyre right; it wasnt unpopular .  URL
254,0,1,repost @USER is giving a word with this jacket . preach saynotofuckboys dontgiveyourmagictomuggles URL
255,0,0,Emmys sooo lovely I love the dress colour and the design looks like fairy tales and she is very tender 🌬 URL
256,0,0,"CHANGE  I remember past administrations chant was change"".  There was no change carried the same baton and did nothing .  This POTUS is making the changes .  He does what he says .  So far for the better .   I like .  But swampies, liberals, lefties just hatin . Dont be hatin"""
257,0,0,An open letter to Mac Miller URL
258,1,1,"CincinnatiEnquirer steps into Gun Control FINALLY . Took a MassShhoting on their damn door step for their editors to wake up, but better late than never . URL"
259,1,1,!!!!bitch im fucking coming back URL
260,1,0,Liberals Are Reaching Peak Desperation To Call On PhillipRuddock To Talk With Turnbull To Convince Him To Help with WentworthVotes 18 Sept 2018  @USER Auspol LNP NSWpol @USER  @USER @USER LNPMemes URL
261,0,0,@USER Most of them in Chicago where there is STRICTER gun control . IT DOESNT WORK !
262,1,1,$uicideboy$ ON HALLOWEEN its aboout to get sooooo FUCKING spooky
263,0,0,@USER He does . And Im glad he always goes out on something reckless to show who he is going out and coming back everytime ! Jeff is the best !!!
264,1,1,"Democrat controlled city with strict gun control laws and @USER wants to blame the GOP Um, isnt it you rich Democrats trying to keep the blacks in poverty ? WalkAway URL"
265,1,0,@USER Got to love that the people making the laws tend to know nothing about the subject theyre making the law for . You should hear some of the gun control laws people try to pass here in the states .
266,0,0,@USER @USER @USER @USER @USER Same here😢😢. I cant hear what she is saying
267,0,0,@USER @USER @USER @USER Penny believes that she is so intelligent that she just knows he will .....I think she may be the smartest Canadian .....ever . Canadians are fun to watch . They have to get on Twitter in the US to find anyone with an opinion . I like RUSH ...and hockey
268,0,0,SandraOh ...OH how I love that you brought your parents ...they (and you) are the epitome of grace and beauty !
269,0,0,HealingYourself is connected with healingothers .
270,0,0,ChristineBlaseyFord needs to testify under oath before anything . The claims should be investigated as far as any of these claims can be investigated . If/ when it comes down to her word vs . Kavanaughs he should be approved as soon as possible . Full stop .  MAGA QAnon
271,0,0,Maga @USER   Antifa website instructing how to hurt multiple police officers and how to cross border .  URL URL
272,0,0,"NationalDayofEncouragement EncouragementDare Therefore encourage one another and build each other up, just as in fact you are doing !! Thessalonians scripture verse To donate, go to our website(link in bio !), call 404-478-9794 or email donate@USER community URL"
273,0,0,94-year-old Bletchley Park veteran: I helped defeat the Nazis in 1941 and Im ready to fight fascism again now URL
274,1,1,@USER WalkAWayFromCatholicism it is a corrupt to the core and become a giant autocratic pedophile ring .
275,1,1,"CALIFORNIA PATRIOTS ... especially those in CA21  Obama/Soros are attempting to take this House seat to get control of Congress .  Say no to TJ Cox .  He is a shill Candidate fronted by the dastardly duo .  Please get out and vote David Valadao for House, Dist 21 ! Follow @USER URL"
276,0,0,noshadenotea but like if you are in community college and your parents still have to pick you up and drop you off . You need to get your life together omg
277,1,0,NAME ?
278,0,1,@USER Exactly its bc slick woods has that unconventional look that shes who she is yea she aint attractive to most of us but that shit dont matter @ all lol
279,1,0,ArrestGeorgeSoros He Funds DomesticTerrorists Antifa URL
280,0,0,Interesting  Has she gone through any kind of background check similar to the 6 FBI background checks that JudgeKavanaugh has ? URL
281,1,0,Conservatives Govt have run up debt in spite of austerity cuts while the rich have doubled their wealth . inequality  URL via @USER
282,1,0,CrowderConfronts continues to expose that the SJW bullies are paper tigers when conservatives fight back with truth and facts . dontbeafraid confrontwithtruth URL
283,0,0,2x the fun yall URL
284,0,0,"... Antifa comrades miss the nuance of (a lot dont, but still, people, you know):  Its not that 45 is a white nationalist,"" as thats a very specific community . Its that he uses the same white supremacist rhetoric employed by WNs, which gives him dangerous company with them .."""
285,0,0,BeckyLynch is beautiful one of the few women in wrestling that absolutely need no work done at all . Shes absolutely beautiful just the way she is . Doesnt need giant boobs or a fake booty . @USER is just simply amazing HIAC
286,0,1,@USER @USER @USER Gun Control is nothing but people control . The left wants gun control ONLY because they do NOT want us little guys armed &amp; able to defend ourselves . Makes it harder to get us behind barbed-wire fences as they saw in North Korea .
287,0,0,"ALERT  A win for the Progressive Conservatives .   The Ontario Court of Appeal has granted a stay of Bill5,  which is to cut the number of Toronto city councillors from 47 to 25 ."
288,0,0,$25 Amazon/PP-1-WW-Murder and Food Porn: A Northwest Cozy Mystery 8-Dianne Harman-Ends 10/2 URL
289,0,0,WCW WCE @USER  Its your special day of the week again . I really miss you and Im looking forward to see you soon . Dont forget that I love you . I love you with all my heart because you are my heart ! ❤️ URL
290,0,0,BarbieDreamsVIDEO @USER   I love you❤ But i fux with you even more as roman i feel like ...you are roman just actin' like nicki !😍  Dimelo papi papi !
291,0,0,Martina Navratilova: What SerenaWilliams Got Wrong   via @USER Be always really liked and respected Martina and here she is the voice of reason . URL
292,0,0,"Bodyguard far fetched if she is alive but not impossible . I think Budd is his own worse enemy as signs of split personality, but uncertain as todays episode was all over the place !"
293,0,0,"bookreviewer Meet Ronaldo ! He is a second-year student at the Reindeer Flying Academy . He is on his way to breaking the speed record in the flying contest but stumbles upon a mystery that perplexes his thoughts .""  Thanks @USER  URL   t4us mglit URL"
294,0,0,Backto60 OneVoice 1950swomen 1950sbornwomen   @USER TOOK SIX YEARS OF OUR PENSIONS  We all agree . WE NEED OUR PENSIONS BACK ! URL
295,0,0,Maine you need to face facts @USER doesnt really represent you anymore as she is playing a game where she says she is undecided on Kavanaugh but we all know she is going to vote to confirm him .  Time to DUMP Susan Collins .
296,0,0,Twitter . Stop what you are doing right now and head over to Twitch and listen to my AMAZING friend Grendy as he plays HatofulBoyfriend . VoiceActor in the making ! URL supportsmallstreamers URL
297,1,1,BiggBossTelugu2 how many of you KaushalArmy cum @USER fans ... URL
298,0,0,"Conservatives @USER  'tells Philip Hammond' to slash taxes, (for the rich and corporations ?)  and regulations - so less workers and environmental protection -  if theres a no-deal Brexit | Tory BrexitShambles SmallState  URL via @USER"
299,0,0,YehUnDinonKiBaatHai Naina talks about educating a girl and making her responsible and also make them play sports . Bang on girl !!! 💯👏🏼  PS:- SHOES JEALOUS FACE THOUGH😂😂😂😂 SHE IS BURNING🤣😜
300,0,0,"1000daysofsoloharry So glad that to be a fan of someone whos trying to change the world by being kind to people, being an ally,stands up for womens rights, donates for different causes, stands for gun control and someone whos successful but still continues to be humble URL"
301,0,0,"CastingCallShow was fantastic !! At first I didnt think I was going to like any of the finalists' shows, but ended up loving all 3 . I ultimately voted for An Amazing Business Opportunity by Anna Ladd . She is so funny and I really want to hear more ."
302,0,0,BrexitShambles ThursdayThoughts eu NEWS Lets avoid a future of BorderControl queues ... givepeasachance @USER @USER URL
303,0,1,Democrats ..2) we have yet to hear one of these righteous Democrats 'attack and insist' that Ellison resign after 'he' was accused of assault nor have we heard them call for Cory 'Spartacus' Booker to resign after he 'admitted' to sexual assault in 1992 ..the 'stink' of liberals .
304,0,0,"Obasrants   If you are in a band and you dont do covers, you are missing out on good quality audience engagement !   Look @USER  with @USER   Link below   URL URL"
305,0,0,"LisaxMichaelKors she is sooo talented, love hr too much URL"
306,0,0,"HurricaneFlorence ... not good, she is sporting a pinhole eye while strengthening ... URL"
307,1,1,"1 son,  knockin it out the fuckin park ...... URL"
308,1,1,"@USER @USER @USER Okay and ? Anybody can go to Eredivise and score 15+ goals . Shit league . Bundesliga teams are competitive in euro competitions . Mexico hasnt produced any talent like Pulisic in a long time . Its okay, maybe you guys will one day ."
309,1,1,Kalyani is a very stupid teenager . I totally despise her for the atrocities she is doing towards Aunty Anupriya . She blames her for her moms death . She should stop and listen to Anupriya side of the story before she makes vile accusation   TujhseHaiRaabta ZeeTVSerials
310,1,1,Kalyani is a very stupid teenager . I totally despise her for the atrocities she is doing towards Aunty Anupriya . She blames her for her moms death . She should stop and listen to Anupriya side of the story before she makes vile accusation   TujhseHaiRaabta ZeeTVSerials
311,0,0,@USER what ? seems to me thats a terrorist attack probably IS/antifa . still Id look at who wants to get strawberries into the market before completing the form
312,1,0,"Christian America – If we go by Trumps example, where liberals support open borders, I guess conservatives support school shootings .   Please explain how this makes America great again ."
313,1,1,@USER @USER @USER She is the most disingenuous person in the Senate . If she was my Senator I would hide in shame after her despicable behavior in the SCOTUS hearings .
314,1,1,Democrats Liberals you are being threatened by Armed Nazis and you talk about disarmament of yourselves and of Disconnection from the Military Lifestyle ?  You should broadcast your Armory and killSkills RightFuckingNOW URL
315,1,1,"699 . Just wanted to tell you you should Hang Out With Me More . i think itll be fun ! Also, lmao dick for a tongue ? So people can easily suck me off . HAHA kidding aside, i aint want a tongue as my dick that looks hella weird .. but my choice was weird to but WHATEVER"
316,0,0,parikshitsolutions Security incidents rarely emerge fully formed with flashing lights to alert you . See if youre prepared by testing your skills in the following scenario . URL URL
317,0,0,@USER NBC MSNBC when will @USER be held accountable for his inflammatory remakes calling for the leftist to fight .
318,0,0,@USER Its a proven fact that gun control doesnt work .. look at Chicago ...  Dont worry about others records . Lets talk about  Selling uranium to Russia .. 400 million from Russia ..
319,0,0,BoycottLeviStrauss  Levi Strauss teams up with gun control group: ‘We simply cannot stand by silently’  URL
320,0,0,"Analysis: Supporters of the Peoples Party of Canada would likely bristle at being called liberal,"" but its beliefs fit the classic definition . URL don_pittis"""
321,0,0,"3,000 is definitely a tad high Puerto Rico . How about you DemocRATS provide proof ? Providing names,  locations, and next of kin shouldnt be that hard .  I hope you dont mind, but I will not be holding my breath . URL via @USER URL"
322,0,0,"Pickett has individual needs but is part of the team ! . Hes a bit of a loner within the family of Bowtruckles, feels a bit bullied, has attachment issues . He is also incredibly agile and of great value ."" . teachers parents Atypical @USER @USER URL"
323,1,1,AVALANCHE Im sorry ! I see you ! I love you ! I was an asshole ! You know how we are maga
324,1,0,FF @USER he is an alien from the future 🙌🏻👽🌃 URL
325,0,0,Creampuffs HollsteinForever  Just a quick reminder that Im doing a GIVEAWAY for anyone attending clexaconlondon . If you are interested in attending Natashas Improv workshop just DM me or reply and I will put you in the draw for a free ticket . Entries close midnight 30/09 GMT
326,1,0,"FamiliarWife JH-OMG, she is crazy WJ-Wait !....yes, I am interested in assistant manager Cha BH-You guys look like a good pair VO-Are you having some""? Just sit over here JH-Dont do it ! WJ-Lets live our own life . Lets do it News-Collision on hwy, there is congestion JH-Woo-jin~ URL"
327,0,0,"Broncos HC Vance Joseph on Phillip Lindsay: He is a good football player, not only as a running back ..."""""
328,0,0,*17 . Celine_SwittinS Follback Erza_Jullian OpenfolbackCeline_SwittinS
329,0,0,RestoreHumanity AntiFa • September 22: Stop the fascist NVU in Amsterdam: URL   HT @USER
330,0,0,BroncoNation broncos BroncosVsSeahawks BroncosCountry Crue was excited for the win she is enjoying her cupcake Go Broncos URL
331,1,0,"ThingsDarthVaderWouldNeverSay yup , white mask privilege at its finest . Always trying to keep a black mask down BlackLivesMatter Qanon Antifa AlexJones Infowars StarWars maytheforcebewithyou thirdshiftzombies Podcast radio WhiteSupremacy URL"
332,0,0,And why is my hair pink now 😂😂😂😂 URL
333,1,1,All Im saying if we cool and you feel any type of way about me .. speak the fuck up .
334,1,1,Cuckservative Traitors Are Worse Than Fortnite Players URL Conservatives TriggerWarningRadio
335,1,1,"Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic ! THEY Had Better Have Some HARD EVIDENCE ! Her Word Isnt Evidence !!! Its Called HEARSAY . On that note, I Could Say ' YOU  ' Cornered Me In A Bathroom, And put YOUR Hands All Over Me' 35 Years Ago . PROVE ME WRONG URL"
336,0,1,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Gun control doesnt stop kids and people getting murdered by guns . Chicago has had gun control for decades and it has multiple shootings every week .
337,0,0,SelfCareSeptember You are making a difference ! @USER @USER @USER @USER @USER @USER @USER @USER @USER URL
338,0,1,FauxProgressives Ive been done with these CorruptDemocrats for years now and heres more proof !                Ocasio-Cortez Endorses Cuomo As Cuomo Flips Off Progressives URL via @USER @USER Liberals CoryBooker OcasioCortez
339,1,0,ConstitutionDay Its very odd for the alt right conservatives to say that we are ruining the constitution just because we want GunControlNow but they are the ones ruining the constitution getting upset because foreigners are coming to this land who are not White wanting to live
340,0,0,"coercedintoxication is staring to be my favorite, Im feeling the effects of it now . I feel so vulnerable forcedintox coercedintox femdom findom"
341,0,0,"AndrewScheer wants support from CanadianCoalitionforFirearmsRights, seeking weakened guncontrol . CPC compromised Canadians’ safety enough for these votes by diluting controls . How many lives lost before Conservatives care ? cdnpoli /via @USER URL"
342,0,0,Are we all ready to sit and watch Indakurate Passcott play football ?
343,0,1,"Eric STALL-WELL, DEMOCRAT FROM CALI .should worry about fixing his own state, instead of trying to muster up sympathy, for the LIAR, PROF . HUNT !  On FOX NEWS ! See liberals FOX IS BALANCED, AND GIVES BOTH SIDES ."
344,0,0,"SukhDuaSamaj_ThePrayingHands The SC also added that if a person surgically changes his/her sex, then he or she is entitled to her changed sex and cannot be discriminated ."
345,0,0,Florence List:  URL  Hurricane Florence feeds ..  Trump MAGA central VA    |@USER Great summary of impacts by the Blacksburg National Weather Service . The severity goes up overnight . .. vawx URL |
346,0,1,And dicks . URL
347,1,1,LiberalLogic  Kavanaugh looks predatory . Therefore hes guilty .  Liberals are DANGEROUS people who should not govern anyone or anything . URL
348,0,0,Ishqbaaaz   Let Her join the cast ..  She is not there .. must have shot those scenes in a jiffy before going to vacay  nothing to do with Groupbaazi or Shivika not being on Focus  Groupbaazi consists of 3 Couples which is not there ..  And Shivika scenes toh clip mein nehi thi ..
349,0,1,Children now Mixed Up ..  Over GenderStudies crap and Socialism .. yeah like I did not see this one coming !  MEGA MBGA MAGA MCGA Conservatives Patriots ProtectChildren URL
350,0,0,LockThemAllUp Strzok McCabe caught destroying evidence before leaving the FBI !! DrainTheSwamp DrainTheDeepState MAGA 🇺🇸❤ URL
351,1,0,BREAKING . Greece: Molotov cocktails fly after protest honouring killed antifa arti ... URL via @USER URL
352,1,1,"OrrinHatch I cant believe this sexist , clueless, old fart gets to weigh in on another womans charges against a Supreme Court nominee . And he is spouting the same old nasty shit he spewed 20+ years ago against Anita Hill . His times up ! Good riddance Neanderthal !"
353,0,0,"BrettKavanaugh   .... social issues being one for Justice Kennedy, but there were other areas where there was growing daylight between him and conservatives, for example in the area of the administrative state, incl . the EPA ...."
354,0,0,"CHICAGO is a DEMOCRATIC_PARTY_STRONGHOLD with a HIGHLY_DIVERSE_POPULATION, GUN_CONTROL_LAWS and a large RADICAL_LEFT_ESTABLISHMENT . This is OBAMAs continental USA base and he lived there for many years .  Think about this while you are horrified at the news, URL"
355,0,0,NowPlaying Arise (You Are Good) - William Murphy on URL  or  URL ChroniclesChristianRadio ccradioco
356,0,0,"30 . By people disguised as good guys, wearing all black, no concern of bystanders being shot - FBI, Antifa, Vegas shooting"
357,1,0,"4 . (Part 2) Didnt have to think too hard to come up with Gabriel . Theyre a lizard themed, glitter bombing, antifa mech pilot using their superhero powers to take down corrupt logging companies . Theyre a buff lesbian with hearts on their uniform . Literally whats not to love ?"
358,0,0,SayNoToShiaSunniFight I am Muslim You are a Muslim Than why shia and sunni
359,0,0,Anybody else wake up so tired that they put cologne on their toothbrush in the morning ?
360,0,0,AIATravelTips Always monitor your luggage at the airport . Do not leave your luggage unattended and do not accept unopened packages .  ---- Tips Travel Explore AIA Aircraft Airport Caribbean Destination Travelling Connect TravelTheWorld Adventure Adventures Luggage URL
361,0,0,Always a good day when I get a new member on my site URL
362,1,1,"Repost theleadersmindset • • • 📍Hola Leaders !🔥 ✔️Type “READY” if you are ready to follow this steps . - “ Set goals, stay quiet about them, smash the shit out of them, clap for your damn… URL"
363,0,0,"6 ANTIFA ATTACKED COPS, ARRESTED AT RALLY IN DENVER, MEDIA BLACKOUT  URL"
364,0,0,Always down to bond over the dani minogue target pants
365,0,0,21st Century Hit:  Dont Cha by  The Pussycat Dolls Feat . Busta Rhymes .  URL
366,0,0,"RealSmart Answer: This is step 1 on your RealSmart journey ! This course is only offered through UBC on behalf of the Real Estate Council of BC by correspondence . Once registered, you are all set to take our realsmart course ! URL"
367,0,0,"VT200: @USER is back at @USER for the first time since the year 2000 . He is on the pole for the $10,000 to win Vermont 200 .  Updates at @USER URL"
368,0,0,Another one bite the dust ... URL
369,1,0,"Liberals / Democrats THIS is what you stand for . If not, then WalkAway URL"
370,1,0,Beeto Just Demonstrated How To Lose An Election In Texas   URL MAGA @USER rkba @USER DVC
371,1,1,And have a bitch thinking you niggas have money and you tf dont .
372,1,1,*Extremely* back on my bullshit . URL
373,0,1,killshot Easily shows ya why he is a a Rap God All Hail @USER
374,0,0,CNN Analyst to Dems Seeking Another FBI Investigation: ‘I Dont Want Politicians Telling Investigators What to Do’ URL sitroom TheLead outfront AC360 NPR PBSnews PBSnewshour tcot tlot maga sgp nyc boston baltimore cleveland chicago milwaukee
375,0,0,Democrat Baldwin Fundraises at K Street Firm Working Pro-Bono for Gun Control Lobby  2A WalkAway via @USER URL
376,1,1,7 fucking years . MyTwitterAnniversary URL
377,1,1,"Dems are disgusting . They only believe women who accuse conservatives of abuse crimes . When liberals are accused, they ignore the accusations . URL"
378,0,0,NP ID/PSA - Leaving Commercial | HearFDR | URL
379,0,0,"CREW is an eminence front . Its a put-on . MSM falls for fake issue and props up political hacktivists as experts ."" URL tcot Emoluments conservatives emolumentsclause Law lawyer MediaWatch FakeNewsAlert FakeNews MediaBias"""
380,0,0,"AuthorConfession Day 14: Which tree is your MCs favorite ?   I tried to ask Lisette, and she responded with any tree that has flowers . I dont know what to do with her, she wont give me a straight answer . Usually, shes not this difficult, so I suspect she is teasing me . 😅💞 URL"
381,0,0,Nattyanplaying AOZORA TRAIN - SiSH(She is so high)
382,1,0,ChristineBlaseyFord is only being harassed by members of the Antifa the radical arm of the Democratic Party funded by George Soros .  VoteRedToSaveAmerica
383,0,0,Antifa excellent idea URL
384,0,0,"IOU project has demonstrated a quality Whitepaper . If you are an ICO-investor, Im strongly recommend that you explore it, at any rate you will please it . ico Crypto tokensale URL URL"
385,0,0,BlockTwitterAds until Twitter stops shadow banning conservatives .
386,0,0,KavanaughConfirmationHearings TuesdayThoughts  the women who support Kavenaugh should fill the hearing gallery . PACK it full so the disruptive liberals cant get in STAND in unison while Kavanaugh testifies *** SOLIDARITY !  cc: @USER @USER
387,0,0,@USER Not sure what you guys call 'authoritarian left' does that include Gun Control groups or are they just the left ?
388,0,0,백현 BAEKHYUN EXO x MLB 2018 F/W  @USER  🔗URL 🔗URL 🔗URL 🔗URL URL
389,1,1,"50 Cent Calls Out Joe Buddens Bullshit"" On Instagram URL URL"
390,0,0,POTUS realdonaldtrump GOP LPnational thedemocrats QAnon blacklivesmatter Antifa ISIS DAVOS California FOXNEWS CNN WSJ NYSE WAKEUPAMERICA MAGA mypatriotsupply  You need this ... 1/2   URL
391,0,0,NaomiOsaka folks . USOpen The future is here and she is so adorable just as she is talented
392,0,0,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER City of Chicago, Democrat run with some of the strictest gun control in the nation .""  😏 All the white supremacists running for office in 2018 as REPUBLICANS URL via @USER"
393,0,0,"CallTheVoteAlready To the Democrats, this is a game . To the Conservatives, its a fight for our way of life . End the game . Game over . Sessions, please do your job . We should all be ashamed of what we have allowed to happen . Pray like never before ."
394,0,0,MAGA  .... sounds fair . URL
395,0,0,jiyoonfact  She is a huge fan of Beyonce and she wants to sing as well as her . She sang If I Were a Boy predebut .
396,0,0,"Conservatives you now know everything @USER has is being rejected by the eu and the British people, Tory MPs need to step up because shes failed on Brexit and the domestic agenda MayMustGo ChuckChequers URL"
397,0,0,MuskokaLakes mayoralty candidate Terry Ledger says she is running her mayoral campaign via social media only . We say this speaks volumes to the kind of behind-closed-doors mayor she plans to be . What do you say Muskoka ? Give us your opinion . URL
398,0,0,GreatAwakening QAnon PatriotsUnited WWG1WGA AreYouAwake  WHEN YOU ARE AWAKE YOU SEE CLEARLY ❤️🧡💛💚  Check out this video URL URL
399,0,0,@USER $6 million buyout and she could easily go to cable news if thats she path she chooses . Good for her !
400,1,1,"bb20 actually question why do people want Jc to win more than Angela ? He has been way meaner, says the n word repeatly, makes fun of eating disorders, and sexually harasses houseguests .She is just as much as an underdog to win so dont use that excuse . bb20  tangela"
401,0,1,"NewVideo 🍆🍑💦 Sex Toys, Anyone ?  URL URL"
402,0,0,BestWayToAWomansHeart DO NOT WAKE HER UP IF SHE IS NAPPING
403,1,1,2018 not surprised it starts from the top !!!  Karma a bitch watch !!!! URL
404,0,0,@USER Be sure to send out the lefts antifa thugs .
405,0,0,"NoteToMyStalker n his empire: Remember one thing, you may own the incumbent central govt of India, but you do NOT own Nature .  If the life I, my ancestors and parents have lived is true, Nature will get you .  If you are trapping me or Nature is trapping you, only time will tell !"
406,1,1,Alright let me get right with God bc Mother Nature is like fuck humans URL
407,0,0,@USER Farticus maybe
408,1,0,Hillary and @ least 16 other AngryDemocrats WorldWarQ WWG1WGA MAGA RedTsunami AmericaFirst WalkAway Truth URL
409,0,0,"CodetrainQueens Rachel joined Codetrain in 2017 and helped to organize the Codetrain App Developer Bootcamp and trained as a front end developer . Currently the community manager, she is an ardent advocate for digital skills for youth, especially women . Keep shining, Rachel ! URL"
410,0,0,MovieFightsLive @USER @USER your all thinking it ... you KNOW you are ... URL
411,0,0,BoycottLeviStrauss for supporting leftist gun control orgs . URL
412,0,0,YouAreMyIDOL  because you are my Idols bois 💜😍 Thatll NEVER change ...youve taught me alot and continue to teach me things that help the most difficult little and big things in my life 👌👼 thank-you BBS !   @USER URL
413,1,0,Antifa is recruiting for a designated terrorist organization URL
414,1,1,Hypocrites DemocratsHateAmerica LiberalismIsAMentalDisorder EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT ... URL
415,0,0,NationalDayofEncouragement  TwitterFamily  Youre amazing just the way you are 💟☮️ URL
416,0,0,"HappyRMday I bought pizza and chocolates, but I did not have enough money for a cake I plan to make a tradition, buy pizza on the birthday of my loved ones .. even if we are not acquainted and will never meet, you are still a close person to mе thank you i luv u 생일 축하합니다 URL"
417,0,0,"republicans put WALLin budget ..you are going to loose Pres .Trump followers . He is why U R there, so support him URL"
418,0,0,Liberals are pushing a gayagenda and republicans are pushing a zionistagenda
419,0,0,VaquitaMarina SaveTheVaquita @USER  @USER  There are less than 12 Vaquitas left !!!! She is extinguishing !!! Please help !!! Be their voice !l ! URL
420,1,1,@USER @USER As I have said the media and money Soros with dip shit Waters is creating a civil war .
421,0,0,"Liberals Dept of Agriculture paid $100,000 for this presenter to shoot a bio security video  Auspol LNP NSWpol Springst Qldpol @USER @USER @USER LNPMemes LNPWaste URL"
422,1,0,Texas Ted Cruz campaign is sending people solicitations disguised as official looking county summons . Elderly residents have been confused by the notice to appear . He is so skeezy .    URL
423,0,0,"Success Health I will show you the best way to create your own exclusive, online 'traffic economy' so you are never short of qualified prospects and sales again URL URL"
424,0,0,@USER @USER lemme guess ? gun control . didnt anyone talk to you about this ? Im Canadian and even i know this whyme
