,label,predicted_label,content
330,0,1,"@USER ίαι μειοηία αγαηέ ννη .  λειοηία ειίθεαι ον λα  ""αάιο"", ηλίθιο"", ζα"" κ .λ .. ν νείον έι, ξέει ο αοέλεμα ."
331,1,1,@USER γιά να έει  κοάγιο νά γάει ε μαλακίε έει νά είαι μεγάλο νιο
332,0,0,αλμαθαν και νομίζον  θα ιον και με α λαμγια η κβένηη .  άλλο ήιε  και μεά οε αν ολαβαίνει να κάνει αίηη για είδομα ενοικίο ιν ι εκλογέ . Τη λα ο δε ξέον . ιλάμε ο ολη αίνεαι διάνοια μοά ο . εκλογε2019 _ξειλε
333,0,0,ΤΡ ΣΣ ! mesimeri_skai
334,1,0,αι μην ξεηκθεί α ολε οι ιλζε και κάζεε για ι κε και ι αγκκοε δεν αθαίνον ίοα . λε α ι είε και ξέεε ! gntmgr
335,0,0,@USER δεν εξαγοαζομαε ...δεν ξεναμε οι ειαι εη και οδοη ...εεαι μαο ειαι ανειθμηο
336,0,0,ηλαδή οι «γναίκε» ο είναι εκεί είναι μοε; εν μιλά για μαλ ... poweroflovegr
337,1,0,άε α αιδια α ο ζαιο και λάξε α νοα με κάθε ο
338,0,0,@USER λα ....ο είαι; ekloges2019
339,0,0,"kalytera ίε εοί και ενοημένοι  ομάδα .  εμανο ξέει α ηλεαη, έει αιδεία και δημοιογαική εγένεια . άε κανένα μάθημα και αήε να μιλά ειεο !"
340,0,0,@USER ίαι ίγοη; δ είναι η αάνηή ο .
341,0,0, μάνα η αινα ανί να μαλνει με ην Σολα ο ινα α δει ι ίδι μεγαλνει καλεα δικ η αοέλεμα είναι οο ο έκμα κοελιά άνοιξε α λια ο ινα εον είαι ο ενάξει και αμοκα και κακο κλί και μλα μλα μλα gntmgr
342,0,0," άλι με ελολο και νδολακη; Το ηίαν (οοίοι ...) για βολή, α λέει ααιοναι για να βοηθήον εδ ο κμμα ο ...!... κααδολίεη δεν λέγεαι α; ξαάηη ηοο;!; κλογέ2019 εεκλογε2019 ξείλε"
343,0,0,Σοζανα μο αλλε 2 ε να ειε δεν θα α κααενε γιαι αλα δεν μοει gntmgr
344,0,0,εααααααα xfactorgr
345,0,0, να μααν και εμεί κονο να ξεκοαεί ο κομάκι μα ο βαανιμένο . gntmgr
346,0,0,Το λέ κοία ι μαγειεον οι άνε ο οε !  μο λέει εγ δεν έ οε . Τι ο λε α .
347,0,0,"Χνια ολλά λέει θα είαι άνα η μική μο αδεή, εν  μεαξ είναι η μική η αδεή"
348,1,0,@USER ο μονι ο ειναι ομινι και κανενα δεν θα μεινει
349,0,0,"α είαι λμιακ, να ηγαίνει ολείο και να είαι ο μήμα 2 . ην ο ει . paobc PAOoly mexritelous OlympiacosBC olympiacos"
350,0,0,gynaikaxwrisonoma η εει γιει ο μαι η αινα αν δεη βλε και αη καλα !
351,0,0,εα ο αινιδι κανει δεν εει βγαλει ο θαμμενο εικο η κοκκαλοοα .. εξ ομ; εκολακι ε; νιζει αγνο . Σο ο βγαζει κ ολα οκ ! λλα δεν εει αγκα ..να αει η εη . PowerofLoveGR
352,0,0,@USER ά α οη θα α ακολοθον για άνα !  Σιλα μοά ην κέη ο είμαι γγελο .  είαι ένα κοιν αία
353,0,0, έη δεν έγινε αεή ... XFactorGR
354,0,0,κμη κ με α αβανάζ οαθον να ι κάνον να ξεκαινιαον !θα μοοαν να ον α κοίια με ο αβανάζ έον λίγο νο ααάν κ έλο ! gntmgr
355,0,0,gntmgr  έει ξεκινήει ο γλιμο α ι ff
356,0,0,ι και είλει ε 5ηιο . Σο έλνον άνα μηνμαα και ε ενον οι κινηέ 200αια ... ην έλνεε οε κλήη kalomesimeraki
357,0,0,εζέδε θέλει να ιαξει η άλλη για ον ελικ; MasterChefGR masterchefgr_xeftiles
358,0,0, ήαν ο ίκο Φονολάκη .  διαημιή ο έβηε θε αο ον κακίνο agriesmelisses gntmgr
359,0,0,@USER ίαι οδη και να ειμένει κεμάλα ο οδί .
360,0,0,Gynaikaxwrisonoma λλη ον ιάλη ε να μιλήει ον αδελ ο κ ον ίλο ο .
361,0,0,αααα δε μο αεον αα kokkinopotami
362,0,0,@USER α είαι καλά είη Τανια !
363,1,1,"@USER ι ε μαλάκε,, δε γίνεαι, ι είναι α ο ζομε;"
364,0,0,@USER ια ληη είαι !Τί άλλο θα κανεί για ο μεοκάμαο;
365,0,0,αθα α ο α ιε .. ε α λα ο ηνι να ε δοξάομε λοι ο οιε . GynaikaXwrisOnoma
366,0,0,"@USER θε, ήαν μεγάλη, νεε αλλά ομονή έεαι μεγαλεη εεαι_ΥΤΣ νοε εαικά"
367,0,0,"@USER  έον να εγκααήον αιδια, αληθινο ογε, ι εγκλημαιε αο ο οοιο κινδνεον  αα αν δεν θελον ανιδαει . αι α αμαήον ο μαζικ αικινγκ ν  γιαι ειναι εοικιμ και κολο γκοο, οι ανθιμ"
368,0,0,αδομονι α α Lidl gntmGR
369,0,0,"καγκακη, αέ ιγμέ α λια γ ην οιήια . Τι λε μή αβοα ! ιαμονεε ήθο κ μειοέ ε νέα αιδιά α νια κ λε ""αέ ιγμέ . ε ειάζεαι να μα είε ι κάνεε α βάδ α γαεία με α αενικα α . Το βλέομε . Φγανε οι βίζιε α βοκοει"
370,0,0, α καά ανάκη: άλλον δεν καάλαβε κανακη γιαννολη μαμεκιο μεαναεικ protagongr
371,0,0,"@USER ίαι αείο ... ο για ο α κονά αλικαάκι η ακή, εγ ην λαεία είμαι αλλά δν ολμάε μονοανα να έθεε .. ια οι εομαγκε ι ε μένα .. εε και άοη ζα ..."
372,0,0,@USER  μνη ο ήε ον ολο γλκιά μο είαι ε . Ροα α  ι εκλογε ... ηθε_και_ηαν_μεγαλη
373,0,0,@USER ίαι αλλεγικ ι ανίθεε γνμε ε;
374,0,0,"ι δήθεν ανιαίε ΣΥΡ, έβγαζαν μεοκάμαο διαδηλνονα και κανα αν με κάθε είδο νθήμαα και ο θεοαν δικαίμα ο . αν μ ολίε ην ομιλία ο Τία ην εαλονίκη άνοιξαν αν ο έγαε «Τία είαι οδη» ο νέλαβαν !"
375,1,1,"@USER Σαλαμάα, δε α να αίξει με ο ολάκι ο και να αήει α ολιικά ε κανένα οβα άνθο; νε γκαμε με ο μαλάκε ..."
376,0,0,@USER αάλαβα ολ καλά ι είε !αλίη ή αακαικ είαι κ ζηά νομα;
377,1,0,@USER Φγε μη λεμα μη α οαλα α γιδα ε γιδα
378,0,0,"μεική θα αακήιζα ην οιθέμενη γγνμη ο .ιάγκα και ν μαοιαν ο . αακαλ οι είδαε ον λεαμ η εξοαλική αενληη ο έη η οιήια ο  να οβείε ε κααγγελία η εκομή ""εημέι με ον ιάγκα""-Σ,ο site ο ΣΡ ."
379,0,0,@USER ι ανιδον οι γναίκε η δολειά αν οά ο καλ μο ακάκι
380,0,1,@USER  καλά είαι .. αι ο ειεο αν ο α εξηγεί και ο λε κ ηλίθιο αεξηγοναι
381,0,1,ι γμ δεν έγε η βλαμμενη gntmgr
382,0,0," ελίη, εειδή έει αθα αιδική ή, θα γέει ην άια και θα ανοίξει ο δμο και για η αίναgynaikaxwrisonoma"
383,0,0,"@USER ααααα . ξεει να διαβαζει εναν ιολογιμο ...μει εκει ειαι κιακο,ει λεει ο δικο ο ."
384,0,1,"@USER Φάολ είαι και γιαί ανίοια έει ολλά posts ο κακολογον, άα κοία ι κάνει ιν ολιάει εμένα"
385,1,0,ιέθηκαν ον ιοδη οι μαβοι  μαοκ . οανε ΥΡ ο οα . ει ο καιο γίμαα .
386,0,0,Τοο ιλε μεα  ενα μηνα .... gntmgr
387,0,0,"GNTMgr ενάει α κά, μην ο δοκιμάεε ο ίι"
388,0,0,"Eιμαι η λεκα, ειναι η 16η μεα ο εομαι εδ και  Ω  Ω . erwtasmeta"
389,1,0,@USER  ε είαι νι για νι
390,0,0,α α να ααααα .....ε γολινι .........Ρ ΩΥ ! ο δαγκε αο ην ζηλια; .shoppingstar
391,0,1,Τι ααδειιο ηνο νθηκε η καγια καλε; Shoppingstar
392,0,0,"@USER οή ε ίλε να ανααάγει εδ μέα ι ειέ fake news ο οιανάκο ο εί 3 νια έβιζε και κοανοε δαία και εί οικο, ο ήαν κλο και βακί με  - Σ ον Σ και ο ι βμιέ ο ι αναήγαγε copy paste ο ά η Χ ... εκίθεαι, βήο ."
393,0,0,"ιο ειεεί ην ενοή οι γναίκε ! ιαί δεν μαγείεα; ιαί ααμέληα α αιδιά για η δολεία; ον ζγο για ο ίι και η δολειά; ή δεν είναι  ο άηα α αιδιά η γιαγιά; ή δεν έεε να ο ά α; αιέα ή οικογένεια, οικογένεια ή καιέα;"
394,0,0,@USER έει μ ι είαι γλια άι είναι κι α
395,1,0,@USER  ΧΣ Υ ΩΡ Υ  Ω !
396,0,0,Σκάο ο λιμενικο έε 60 γε η Σάμο
397,0,0,"- γ να ι αλκοολ; ι,αιδιά ...οέ ! - αι α δίδμα  α καναμε; - ει δίκιο η γναίκα μο ...ια οά μεθα ! - αι ε ο ξεκίνηε με α δια α εαλονίκη να άει ο διακεία ο δεακο ο αγαε μέ facebook; - ο άνηκε ενάξει ο, ;"
398,0,0,αν μοη γναίκα α νιάα η .  καάνηε έι με α μοξ και ι λαικέ; Τελικά είναι μεγάλη ελογία να γενά μοα . ίμα ο κάοιε γναίκε ανοναι να αοδεθον ην εικνα ο καθ α νια ενάνε .
399,0,0,οη ομοιά να ανεξει καοιο αο η @USER ε καθε live; αθε οα και ιο ομοη XFactorGR
400,0,0,@USER ην είαι κακολη .οεί ο αξεβανη να είναι ανηιο ο ηοάκη
401,1,1,@USER α ο λοκοανα α βζια με μανία καιολα
402,0,1,Ωαίο βάιμο η μαίνα ήμεα ! gntmgr
403,0,0,GynaikaXwrisOnoma ο μαλλί η λλη θέλει βάιμο .. οιμο ... Χένιμα ..
404,0,0,έθηκαν ον ικ ο ο οι καιε ! gntmgr
405,0,0,δναμία ημαιμο κβένηη ο αήλ και νέε εκλογέ ...Το μέλλον η λλάδα; εκλογέ2019 εκλογέ2019 # ΣΥΡ_ξειλε #
406,0,0,Σην είη η λεθεία μν με ι ff . Sorry not sorry . gntmgr
407,0,0, αία δίνει νο ήμεα ! λαί ! gntmgr
408,0,0,GNTMgr Σίι ο καιολα μαζί με ο άλλο ομο ff
409,0,1,"Το θέμα είναι μια γκένη αιν εθνικιν ι α κοίδια και α ξδια ο θα κααναλον . εα αν έον κο να ""οκαλέον"" με ο οιιν και ο αλκολ και να ο αίξον ι κάνον κάι ανάλογο με ον ""ανε δείνο"" ενμενοι_μακεδονε ιαβαά"
410,0,0,"άβο ελίη, καε α ένα λαγομι και θα βγει λ αί ο ίι η άια ... GynaikaXwrisOnoma"
411,1,1,@USER Ρε άνε γαμηο ε ονογεε ο θα μιλήει ε για λεμο καά ο αιμο ...
412,1,0,ια να ο ήξει α αιδια καλέ μο για α ε κάλεε ανε poweroflovegr
413,0,0," οδη είαι οάη ´α,άα βγάλε ον καμ α . ηθε_και_ειναι_μεγαλη"
414,0,0, ε και ο κεδίει η αάλ ! masterchefgr_xeftiles
415,0,0,Σήμεα είναι άνα kalomesimeraki
416,0,0,@USER ιαι μα κανει να ζηλεομε;Τεοιο κοιι ειαι;
417,0,0,"Χιέ μο,θα ελαθ !ειναι ολε ο λια ! GNTMgr"
418,0,0, άη κονει άνθο . GNTMgr
419,0,0,"ηθε_και_ηαν_μεγαλη εεαι_ΥΤΣ και ι 30/6 αολή, δεν βέει . Σα νον οι ολλοί ."
420,1,1,"@USER ι, θα είαι μαλάκα με ία, διδακοικά, και μεαιακά ..."
421,0,1,ειοιμένα άγμαα  GNTMgr
422,0,0," Φη ! ίαι ολ μνη, έι; ίμαι κι εγ μνο ο ε άε ένα μικο !"
423,0,0,Τελείε ο enasgiaolous άε θέη ! kokkinopotami
424,0,0,@USER ηκεικαγαλοημένε ν  ειθμον .Χαζ είναι αν κανει ολιική ιλελε  1εοιαν ανάηη .ε λέ κααλαβαίνει .γά  οίοΦανε οαδ  ολολιιμικοηα .ανάηη αοά Τ κ  κανει ηνή οαγάνδα εοιλελεθειμοΤΡ ο . ίαι αεβή
425,0,0,@USER οιν soft ακο εειδή ο αν ο εά α ι είδα γενικά εδ μέα ...δεν ξέ ι καά μη ο δαν αλλά δεν είαι για ολλά μεγάλε ...οκ;ειοιμένη είαι ...οκ ανοδικηγοολη;
426,1,1,@USER ε οο μαλακε ειμαε εμει ο ιδιικο ομεα .... αλλο ληνε και ληνει και αλλο α αινει .....
427,0,1,"Φιλο μο εοεικη ι εκλογε, ανοιγε ακελο, βικει λεκο ο εγαε ""ι καβλα αο ο γαμμαεα"". Το βλεον ολοι, αμηανα γελια, ανε γηγοα ο εομενο γιαι ε εκεινο ο εκλογικο κενο ηιαν ανε και γιαγιαδε 70+ εν ."
428,0,0,εί ι θα αγοάζαε α αά ο εε η άι; shoppingstar
429,0,0,@USER εει να ειαι η νικηια γιαι ο αξιζει ! Σε λαε !
430,1,0,@USER αι ον βεγη καοιοι αλαβοι ηιανε ην ιγμη ο ο αλλο θελει να ον ηιει δε μοομε να ομε οι ειαι λαθο ο ον ηιζει αλα  διανομε με ην ηο ο
431,0,0,"XFactorGR α ο λαε α ο αγοδι ο αίζει α ί ""κά α η μακίζα"" α ην αξεέαη ίκ οολιο"
432,0,1,gynaikaxwrisonoma αινα μαλο ξοαι αν ην καια !καα μανα καα κοη !
433,0,0,"εν έ ολ νο η διάθεή μο, ήθα να αγοά δέκα κιλά αν για η Σοία και η Ρία . ηολα GynaikaXwrisOnoma"
434,0,0,GNTMgr άα α α ο είδαε ο έιλε εε ..  ΣΥ  Σ
435,0,0, ε η καημενη ην λεθεία gntmgr
436,0,0,Σκλι μαο Τοάλ KokkinoPotami
437,0,1,@USER ηλίθιο ολακι roof ο έει άει δ mardou mother ημάδη ίαι ολ ...α ακμα κι ε α ο αλ έξ έει διαδίδονα fake news Σκέο ο μένο έει για Σολογιαννη και ημάδη  ηλιθιηα και η κακια ανίκηε κιε η κία κλαινογαμε-νη Ρά να μάθει for me
438,0,0,κάνει ελα ΣΡ ειε; ομέ εννοοε; shoppingstar
439,0,0,Το εμενο καλοκαίι ίλη μο θα νανιεε αία και θα κάνεε  δεν ξέεε η μια ην άλλη . gntmgr
440,0,0,ιαιθηη η λιανα ή ο ον ηει; gntmgr
441,1,1,ολά α μή μαλακιμενη α κλοαα οδιαλοαοδεα AgriesMelisses
442,0,0,"@USER λεο με αο, οαν θα δειε ι αγιε μελιε να γινεαι αονοεα αο α ολλα εειοδια οε να α δ . αι μην ξεναμε οι βαιζεαι ε βιβλιο και αληθινα γεγονοα δεν μοον να κανον οι θελον . αι οη α εαιζαν αενανι ηαν ο ο κοκκινο οαμι .kokkinopotami"
443,0,0,ιαι να εθει η Σοζανα μαη; α ειλεγαε αο ολε οε εγαν gntmgr
444,0,0,"Τιιά ε Σάμαη: «ίαι βαιλιά, γαηήια για ον ίλο !»"
445,0,0,λεο μ .....γνάε για άλλο και άλλο και ι για αην; TheVoiceGR
446,0,0,εει να α να δ ον Ροκκο αο κονα ! TheVoiceGR
447,0,0,@USER εν ιεβ λεξη αο οα λε ! ιαι οδοη ααενα ! εν ειαι λληνα ! α θμαε ο θεο νει η ακεδονε οι ! ν ειον ανδα με ανελονια δε θα εβαζε ο Σιζομαοο να ε λανε ομονι μιελληνα ! λλα ιο εαε ον ανδιμο ο για να ον βει ε Τοκαλα !
448,0,0, ίλιαν (με α αιδιά) θα νανήει ον αγνοομενο η και θα άνε λοι μαζί ον αγιο ..... gynaikaxwrisonoma
449,0,0,ένοι και α οικά αθλήμαα βλε !
450,0,0,λαίγελο . αι μάβο για ην ειλικίνεια ! gntmgr
451,0,0,ο να δει ι άη έομε εμει αένανι ο άια ! gntmgr
452,0,0,ιαί ο αακολοθεί ο άεγο ημήη ο ία νια μεά; erwtasmeta
453,0,1,ααζαζα οκει οζανα κανει ην αoλη ογαιη η κοελα ειναι για ιαλικη βογκ gntmgr
454,0,1,"@USER αι ακο και μεαλ, νοή ο . ο ηγε ο Warell Dane μνο και μονο για να αει ο ειαιο ην  ενο ίλο μο ο έει άει βαβεία michelin και ειναι ο ο εν αγκομι . αι εει και 1,7 εκ οιε . Τι να ξεον αοι ; Τι μα κβον οι διαλοι οι μαοι;"
455,0,0," αν δν ξεμαλλιαζοναν δλδ ι θα βλεαμε , αε κοελιε με κοολε να βγαζον ο;  βαζαν εαναληη ειε καλεα gntmgr"
456,0,0,"@USER ε Χιάκη αολήο με ην Eurovision ο ο αιιάζει και άε α λια εί ολιική καθ οανέαα είαι άεο . ίναι κίμα να μην ε αίνομε οβαά και ην Eurovision, αο έκιε ο image μην ο αλά ."
457,0,0,Ρε αή είναι άημη gntmgr
458,0,0,"ιέλο έκαξαν ην λεθεία, ΤΥΣ ! gntmgr"
459,0,0,ίδλο α α λίγα ! GNTMgr
460,0,0,λέξη .. ο Σναγμα μα εαγε δακγνα και μα έλεγε αίε ...ήμεα θα ο δείξομε ι ημαίνει δημοκαία ....ekloges2019 εεαι_ΥΤΣ εεαι_ΡΥΤΣ
461,0,0,"@USER αν είαι μαιη,,,ην ιακή α μοα ο θέλ να δ,αν ε μνημνο θα είναι,,, εικνα ανεκίμηη"
462,0,0,@USER Σε εαι αεινα . α ειαι ανα καλα .
463,0,0, ιοια εαναλαμβανεαι ....  αμη ααδημηιο εβαλε λη για εκοο ο η _ξειλε ια να αει μοα η α μα ξεει λληνα ... Ψηο ο κολη ....Ψηο ον skaipolxeftiles
464,0,1,ο ζομε ε μαλακα . Τι εει μβει ην ανθοηα . HuffPost Greece: ακελνη: ένε άνε βίααν κοίι 14 εν και αθθηκαν εειδή ήαν αναίθηη . μέ @USER
465,0,0,@USER νε ...
466,0,0,"Υοκινομενοι εο-γε η Χίο, εκβιάζον για ην μεαοά ο ε ξενοδοεία και διαμείμαα η ενδοα ."
467,1,0,"@USER ι ηοοι ο ΣΥΡ ήιαν ονοα κ εγολη(ο ον οαε η ), ανέηκαν αμμενο,οίκ,αακα(ο έλεγε κααίδε ο αάνομο μεαναε)..... ΣΥΡ ειναι ενα λακίικο κομμα, αοελομενο αο οδικε . Σαν εενα ."
468,0,0,@USER οιμη είαι βλέ
469,1,0,"ν ειναι να με θάει ζνανή , να αιεί και με η μήα κ ο μαλο ο , να ιει ο αίμα μο κ αλλα γά μο ο θα ναι εαμένα αο δ κ αο εκει , για να νι ον α , ο μονι μο , για ανα μονη μο ε !"
470,0,0,"Σιγά μαη γ έαε ο μα ο,10 λεά κέδιε δεν κέδιε και ο ζκε, shoppingstar"
471,0,0,ο μη Τοζανα ειαι ΧΡΣΤ ! Σκαε α και μοκνε GNTMgr
472,1,0,"αλάκα ολ αληθιν α ο kokkinopotami , έ;"
473,0,0,@USER ιιιι .....είαι ειεο ο εμένα . λι ήα ίι ο ην εναική . ε have a good night .
474,0,0,@USER  μια αά είαι ... γ λέ να θιάομε ον αίη  ο είε
475,0,0,εγ θα κλά α αά GNTMgr
476,0,0,ίμα ο αλληκάι  ε ιλαε kokkinopotami
477,0,0,@USER ίαι ο Σεμαοζαιοο έλειε α ον ααλια για να γεννηθεί ένα μα
478,0,0,γ μνο ην εολα Ροιξον ξέ κιε άη μο gntmgr
479,0,0,Τι αακοδοο ο είαι ε θείο Leo MasterChefGR
480,0,1,"Τον αίν ηλένο, δεν μο είε νια ολλά για ήμεα ο λέ, γιαί να ο  μο λέει, γιαί είμαι ο γγελο η ζή ο ο λέ και μο ο έκλειε . ι α  κααλάβαε είναι ο μαλάκα η δική μο ζή ."
481,1,0,@USER ον έδιο ε  οι άνθοι ήαν έοιμοι να α κάνον λα οάνα . νε μεά ο λέξη να α ξανά μαζέει .. ι_ηιαε_ε_μαλακε
482,0,0, Υ Σ . giatinparea
483,0,0,ε ε ίλε ήγαινε ολά αλλο ο ααμθι έι βάλαμε γκολ ον αζελο ο 97 και νάζανε λοι και εεί οι κομλεξικοι ο βοά ε καθεήει έεε να καήει;ε αλλο αά οανε ο Ρο !
484,0,0,"Ρία μο, γαημένη εθνική μάνα, μη κλαί .ο αάζει ην καδιά ! ο καλή ηθοοι μ η @USER . α μα λείει ολ α ην ειά .  ελίομε να ην δομε και κάο αλλο ηλεοικά,αλλά και  γκε κάοια ιγμή εδ . GynaikaXwrisOnoma"
485,1,0,@USER Σάκη αο κάοε ήον αιε άα ξέει ...οανα ολα !
486,0,0,Τί ήαν α ο ιν με ο μαλλί; η οά ο είε δίκιο η ίκ ο η μίληε . shoppingstar
487,0,0,είμαε 10 ονια ίλε με η Ρένια ..α´α 22 μα .. poweroflovegr
488,0,0,"κιβ ! λε οι άλλε αγγελοδια, μνο η άια είναι ο αανά ! ο η μία θάβει ην άλλη ε νο dt εκεί μέα ! GNTMgr"
489,0,0,ι θα κανει νομεα η Skatiana για να ηει ααλια και AnnitaKoita; εα ην αινα μα ειε να καλεει και ον οινα αην ην ιακη ο MaziSouSk; Kalomesimeraki Kalytera TheVoicegr
490,0,1,Φακινγκ Φολ είε ηλιθιε !  α αιιάζει άογα ! gntmgr
491,0,0,"@USER οκίμαε με γναίκε ε , κκλοοεί ολ νιο άμα ."
492,0,0,@USER ν δεν είαι γαο να γίνει γιαί έει α ονα: ίαι κάο και ο tl ο μοιάζει με κλανιά ε αανέ γεμάο κμο .
493,0,0, Σοζάνα δεν ειε γει ; gntmgr
494,0,0,ογαιαμοι: αληοι κομενο: οε για λακα εεοια νοια με ο gntmgr Σοζανα: ειεει γ:
495,0,0,"ν νολογίει ον αάγονα ελοολο, είαι ικανοοιημένο α η διααινμενη η ν ναζί; ekloges2019"
496,0,1,40 βαθμοί κ ανί για μοναα νιθ κα ε κλοβί . αδιαλα .
497,1,1,@USER Ψο λβανή οάνα .
498,0,0,οία  κάνον για ην κονο . Ρέ ! Σαν ην οα δεν έει !gntmgr
499,0,0, αία ο  λέει οηίζει λα α οάει ....... γιαί είναι λέει ηλή και λεή ..... καλά θα κάνει να έθει ο ήμεα και να νθεί αναλγ ..... είη αία κάνε κάι με ο αο α δια .... γιαί έγινε κιαική ..... shoppingstar
500,0,0,"@USER οείε ν ο άεε λο ην ήη κ μαζί κ ο οονιαηδε αλληλέγγο ο ο θέλον κ είη κ ο οήδε ο θα ο ειαον οι λαθομεανάε για να έον κάοιον να νον αν θα νοιθον μοναξιέ ο βάδ, εκαιία ν ξεαβοιαει η λοιη λλάδα"
501,0,0,"εν ελειαμε FF κοιδιαε, ακολλεκιε θα α δικα και αιο gntm gntmgr"
502,0,0,ή ην εικνα να ην καήομε άν αν ο δομε ι ονιιον αλά να αλλάξομε καναλι MasterchefGr_xeftiles
503,0,0, άια δκολεηκε; �GNTMgr
504,0,1,αλακ Φη ξεμοθα ε ην ειελο ! gynaikaxwrisonoma
505,0,0,"ια κοα ομολή μια ομοη ολαδα ,ήξεα κια δοο οι μα εκαε ην γονα να ααδέεαι ομ οι είαι κοα δημοια ,θελει άο και θάο ο θα έλεγε και ο οναη ο εγαε ο αμα .."
506,0,0,οει και για αο και ο ιιαλ να λεγεαι εα μεα  Τ ΣΦΤ  erwtasmeta
507,0,0,"@USER ο καμένο είαι, α αλήθεια έβγαλε ο ολείο γιά να έει ο ηλή νοημονη;"
508,0,0,@USER αγγέλη αν γει ο ιζα θμήο να ε νάξ να μο καθαίει ον κήο ε ίλε . α ε βοηθή ο μο . ε θα ε αήκ έι ... εεκλογέ2019 εεαι syriza_xeftiles εκλογε2019 εεαι_ΥΤΣ εεαι_ΥΤΣ
509,0,0,Τι ειναι αο ο βλεμμενο ην ΡΤ; εκαβαλα ο καλάμι αγι μο . εν ειναι κεδίαμε και άαε ! οο νν είαι ίλε; ένε;
510,0,0,@USER ια α 48 ο είναι καλά καιέαι !είδε να είαι κονή ο κβει νια
511,0,0,@USER δεν αίζεαι .... είαι λαεία
512,0,0,@USER ένα άν ε βλέ μάλλον με λημει να ηδα γιαί αο οε ογαία δεν έει ανάζομαι  θα είαι λια
513,0,0,"ι μαοι "" α καλά αιδάκια "" μιλάν για λεμο, εν οι αοι μια αα ο βλέον για ένη ! survivorgr"
514,0,0,"@USER αι να μάθεε για ην ααδοή ""I'm a survivor"" α γναίκε και άνε ."
515,0,0,θα με ει για ο ιαηλ για οιολ ογο αο εμει ειμαε ελληνε ε ι ειαι ε ακαο;
516,0,0,ο δεεεεεενννν μοειιιιιιιι ε Σκολε ! μαον με ο κολλημα α ! ει οι ιδιοι δεν λεε οι ενα αιο μα ή ενα αιο οο δεν ανει; Τι κολλημααα ειναι αη ια; gntmgr
517,1,0,α ... Σ αα γονο αγι Υ μα διέλε ην ική Ρ Υ Χ . αδιαλα MONSTA_X
518,0,0, Υ Ω ΥΤΣΣΥ ΣΤ ΤΣ ΣΤΡΣΦ masterchefgr MasterChefGR_Xeftiles
519,0,0,"εκίνηαν να έον ααιήει για Χαλάλ αγη, μεά για ααγεη οιινο κ αλκολ, ε λίγο να μην άνε οι καμάνε, να μην κκλοοον ξεκέαε οι γναίκε, ο έλο θα ιάξον ένα νέο γανιάν ην η .Ρ Τ  @USER ..Τ Σ Ρ   Ρ !"
520,0,0,@USER ίναι και γναίκε ... οή και αιο ....
521,0,1,@USER ίαι κακιο ιε και δεν ξέει α ι λεέ ακικέ η δεξιοενία
522,1,0,@USER Σα αιδια μα  ογελο καα . α λήε ο Σιζα .
523,0,0, εοάνο ί εαθε; XFactorGR
524,0,0,"ι οαίοι, ο έον λομει ο οίε με κία α @USER και οι 9,5 ι 10 λέξει είναι ""ο@"", ι ελεαίε ε ο αίζον κιλέ και άαμο οβάλλοναι αν οι μολεβίκοι ο βίζον . ή είναι η _ξείλε και οι ομαλοί ο οι μμοίε . αακμή ..."
525,0,0,ίη είαι ίγοο ι είναι 3 μονάδε; Χαααα εκλογέ2019
526,0,0,"@USER αιδιά .. για να κααλάβ κάι .. αν εκλέγεαι μια γναίκα, είμαε ίγοοι ι εκοεί α μέονα Ω ν γναικν; αι οι γναίκε, έον λε κοινά μέονα λγ ο λο ο;  είναι, λέ γ,  ο 1/2 η κοιννία, διαοεικέ μεαξ ο, ο διαοεικοί εινα"
527,0,0,"@USER ναι ξε και ην ειλογη ο μο ειαν δει κι εδ μεα  μβολη οι ο καλεο εαγγελμα για μια γναικα ειναι ""ζγο"". αα δλδ να μην αν δολεια αλλα εναν με λεα ε να καν και αιδια κι ει να μην με οβλημαιζει η αναοη ο . ο δεν θα α ."
528,1,1,"@USER δ ε βλάκα ένα αλ avatar δε μοεί να ξείει ι λο είναι, ο εθνικο μαλάκε θα μοοε;"
529,0,0,ε ο αοι και ην ανα ο αλαε !shoppingstar
530,0,0, αγιά γιαί νθηκε ιγο άγκα αε; gntmgr
531,0,0,Υ Τ Ρ Ω Τ ΤΥ; Σ  ΥΡ  Τ Ρ ΧΡΣΤΥΥ; GNTMgr
532,0,0,GNTMgr ι ο έει η Σολα ξέομε;
533,0,0,οέεε ι γάεε .  @USER διαβάζει α λιά μα . kalytera
534,1,0,"@USER ίαε ικά ο έον γεννήει η μαία .λλε 3 άγμαα βγάζει η Ρία .ειο,αία και οανε .οε ο θέμα μαία έαε ον καλεο"
535,1,0,ν εει ιλοιμο ο @USER θα κανει εανο ο εομανο μα ο ααικακη για να ενιει ην οανα ην @USER μα και ληει κανα αικη .
536,1,1,"@USER Τελικά είαι ολ μαλακα, ανδλο αγνο α οκείμενο !"
537,0,1,"ν δεν είαι ένα διεαμμένο, μιογνικο, γλοιδε, αάιο η κοιννία, ε δεν έει εεεί . γιαννακοολο_ειαη"
538,0,0,"α είαι η γναίκα ο έ κλεα θα ολμήον οι άνε να ίξον μια μαιά ...να,είαι κία να θμάαι θα κεδίζει ειεε ενει ..."
539,0,0,ι κιέ ον εξη gntmgr
